route,broker_id,scope_state,candidate_native,available,captured_from_target_server,broker_certified,certification_state,broker_symbol,account_type,server,capture_start,capture_end,sample_n,trade_lot,spread_cost_median_usd,spread_cost_p95_usd,commission_round_turn_usd,slippage_mean_usd,slippage_p95_usd,financing_long_usd,financing_short_usd,contract_size,tick_size,tick_value,min_lot,lot_step,max_lot,margin_required_usd,leverage,stop_level,freeze_level,execution_mode,fill_rate,reject_rate,latency_median_ms,latency_p95_ms,session_rules,weekend_rules,spec_hash
GBPUSD,FP_MARKETS_RAW_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBPUSD,HFM_ZERO_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBPUSD,TICKMILL_RAW_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBPUSD,DERIV_MT5_SYNTHETIC,IN_SCOPE_238_CELL_ESTATE,False,False,False,False,NON_NATIVE_BROKER_ROUTE_GATED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USDJPY,EXNESS_RAW_SPREAD_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USDJPY,IC_MARKETS_RAW_SPREAD_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USDJPY,PEPPERSTONE_RAZOR_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USDJPY,FP_MARKETS_RAW_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USDJPY,HFM_ZERO_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USDJPY,TICKMILL_RAW_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USDJPY,DERIV_MT5_SYNTHETIC,IN_SCOPE_238_CELL_ESTATE,False,False,False,False,NON_NATIVE_BROKER_ROUTE_GATED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUDUSD,EXNESS_RAW_SPREAD_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUDUSD,IC_MARKETS_RAW_SPREAD_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUDUSD,PEPPERSTONE_RAZOR_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUDUSD,FP_MARKETS_RAW_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUDUSD,HFM_ZERO_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUDUSD,TICKMILL_RAW_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUDUSD,DERIV_MT5_SYNTHETIC,IN_SCOPE_238_CELL_ESTATE,False,False,False,False,NON_NATIVE_BROKER_ROUTE_GATED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USDCAD,EXNESS_RAW_SPREAD_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USDCAD,IC_MARKETS_RAW_SPREAD_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USDCAD,PEPPERSTONE_RAZOR_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USDCAD,FP_MARKETS_RAW_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USDCAD,HFM_ZERO_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USDCAD,TICKMILL_RAW_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USDCAD,DERIV_MT5_SYNTHETIC,IN_SCOPE_238_CELL_ESTATE,False,False,False,False,NON_NATIVE_BROKER_ROUTE_GATED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USDCHF,EXNESS_RAW_SPREAD_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USDCHF,IC_MARKETS_RAW_SPREAD_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USDCHF,PEPPERSTONE_RAZOR_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USDCHF,FP_MARKETS_RAW_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USDCHF,HFM_ZERO_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USDCHF,TICKMILL_RAW_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USDCHF,DERIV_MT5_SYNTHETIC,IN_SCOPE_238_CELL_ESTATE,False,False,False,False,NON_NATIVE_BROKER_ROUTE_GATED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZDUSD,EXNESS_RAW_SPREAD_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZDUSD,IC_MARKETS_RAW_SPREAD_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZDUSD,PEPPERSTONE_RAZOR_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZDUSD,FP_MARKETS_RAW_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZDUSD,HFM_ZERO_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZDUSD,TICKMILL_RAW_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZDUSD,DERIV_MT5_SYNTHETIC,IN_SCOPE_238_CELL_ESTATE,False,False,False,False,NON_NATIVE_BROKER_ROUTE_GATED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EURJPY,EXNESS_RAW_SPREAD_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EURJPY,IC_MARKETS_RAW_SPREAD_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EURJPY,PEPPERSTONE_RAZOR_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EURJPY,FP_MARKETS_RAW_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EURJPY,HFM_ZERO_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EURJPY,TICKMILL_RAW_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EURJPY,DERIV_MT5_SYNTHETIC,IN_SCOPE_238_CELL_ESTATE,False,False,False,False,NON_NATIVE_BROKER_ROUTE_GATED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBPJPY,EXNESS_RAW_SPREAD_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBPJPY,IC_MARKETS_RAW_SPREAD_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBPJPY,PEPPERSTONE_RAZOR_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBPJPY,FP_MARKETS_RAW_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBPJPY,HFM_ZERO_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBPJPY,TICKMILL_RAW_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBPJPY,DERIV_MT5_SYNTHETIC,IN_SCOPE_238_CELL_ESTATE,False,False,False,False,NON_NATIVE_BROKER_ROUTE_GATED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EURGBP,EXNESS_RAW_SPREAD_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EURGBP,IC_MARKETS_RAW_SPREAD_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EURGBP,PEPPERSTONE_RAZOR_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EURGBP,FP_MARKETS_RAW_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EURGBP,HFM_ZERO_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EURGBP,TICKMILL_RAW_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EURGBP,DERIV_MT5_SYNTHETIC,IN_SCOPE_238_CELL_ESTATE,False,False,False,False,NON_NATIVE_BROKER_ROUTE_GATED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUDJPY,EXNESS_RAW_SPREAD_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUDJPY,IC_MARKETS_RAW_SPREAD_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUDJPY,PEPPERSTONE_RAZOR_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUDJPY,FP_MARKETS_RAW_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUDJPY,HFM_ZERO_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUDJPY,TICKMILL_RAW_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUDJPY,DERIV_MT5_SYNTHETIC,IN_SCOPE_238_CELL_ESTATE,False,False,False,False,NON_NATIVE_BROKER_ROUTE_GATED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CADJPY,EXNESS_RAW_SPREAD_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CADJPY,IC_MARKETS_RAW_SPREAD_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CADJPY,PEPPERSTONE_RAZOR_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CADJPY,FP_MARKETS_RAW_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CADJPY,HFM_ZERO_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CADJPY,TICKMILL_RAW_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CADJPY,DERIV_MT5_SYNTHETIC,IN_SCOPE_238_CELL_ESTATE,False,False,False,False,NON_NATIVE_BROKER_ROUTE_GATED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBPCHF,EXNESS_RAW_SPREAD_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBPCHF,IC_MARKETS_RAW_SPREAD_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBPCHF,PEPPERSTONE_RAZOR_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBPCHF,FP_MARKETS_RAW_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBPCHF,HFM_ZERO_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBPCHF,TICKMILL_RAW_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBPCHF,DERIV_MT5_SYNTHETIC,IN_SCOPE_238_CELL_ESTATE,False,False,False,False,NON_NATIVE_BROKER_ROUTE_GATED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTCUSD,EXNESS_RAW_SPREAD_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTCUSD,IC_MARKETS_RAW_SPREAD_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTCUSD,PEPPERSTONE_RAZOR_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTCUSD,FP_MARKETS_RAW_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTCUSD,HFM_ZERO_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTCUSD,TICKMILL_RAW_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTCUSD,DERIV_MT5_SYNTHETIC,IN_SCOPE_238_CELL_ESTATE,False,False,False,False,NON_NATIVE_BROKER_ROUTE_GATED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETHUSD,EXNESS_RAW_SPREAD_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETHUSD,IC_MARKETS_RAW_SPREAD_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETHUSD,PEPPERSTONE_RAZOR_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETHUSD,FP_MARKETS_RAW_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETHUSD,HFM_ZERO_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETHUSD,TICKMILL_RAW_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETHUSD,DERIV_MT5_SYNTHETIC,IN_SCOPE_238_CELL_ESTATE,False,False,False,False,NON_NATIVE_BROKER_ROUTE_GATED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOLUSD,EXNESS_RAW_SPREAD_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOLUSD,IC_MARKETS_RAW_SPREAD_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOLUSD,PEPPERSTONE_RAZOR_MT5,IN_SCOPE_238_CELL_ESTATE,True,False,False,False,TARGET_SERVER_EVIDENCE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
